KOI,Dur,Depth,SNR,t0,t0_unc,Period,P_unc,a/R*,a/R*_unc,r/R*,r/R*_unc,b,b_unc,Rp,a,Teq,EB prob,V,FOP,N,
610.01,2.5145,816,26,113.8431,0.0026,14.28246,0.00026,45.2,1.8,0.02681,0.00084,0.022,0.044,2.0,0.096,481,2.6E-05,2,,,
611.01,1.4497,4012,319,104.05987,0.00018,3.2516578,0.0000041,10.3,3.1,0.07259,0.00037,0.79,0.24,7.3,0.044,1235,6.6E-05,2,NoObs,,
612.01,3.3581,497,26,106.2164,0.0031,20.74022,0.00046,32,102,0.024,0.015,0.8,1.3,3.5,0.15,668,2.4E-05,2,NoObs,,
612.02,5.3336,736,28,149.5591,0.0046,47.4276,0.0019,72.4,2.1,0.02517,0.00061,0.004,0.01,3.6,0.26,507,2.2E-05,2,NoObs,,
614.01,1.8723,3556,122,103.02216,0.00059,12.874706,0.00005,39,12,0.06268,0.0006,0.58,0.17,4.0,0.107,587,-,3,,,
617.01,2.9128,6471,158,131.59768,0.00057,37.86537,0.00017,52,16,0.177,0.021,1.11,0.33,17.8,0.224,499,-,3,,,
618.01,2.6232,947,38,111.3474,0.0022,9.07071,0.00014,19,54,0.031,0.017,0.7,1.4,3.2,0.086,790,5.8E-05,2,,,
620.01,5.8762,5914,53,92.1077,0.0026,45.15416,0.00078,63.25,0.93,0.07225,0.00091,0.016,0.022,7.2,0.253,486,2.6E-05,2,,,
622.01,8.9133,4310,58,146.4969,0.0031,155.0467,0.0044,81,12,0.0732,0.0025,0.85,0.24,9.3,0.568,327,2.5E-05,3,,,
623.01,4.2819,98,23,107.0644,0.0043,10.3496,0.00032,9,31,0.0112,0.0055,0.9,1,2.0,0.099,1121,2.9E-05,3,1,,
623.02,5.5070,95,21,112.4629,0.0054,15.67781,0.00065,22.78,0.74,0.00954,0.00026,0.032,0.078,1.7,0.13,978,3.0E-05,3,1,,
623.03,3.7922,68,21,104.4771,0.0049,5.5992,0.00018,6,19,0.0099,0.0048,0.9,1,1.8,0.066,1373,3.1E-05,3,1,,
624.01,4.4288,849,23,115.4407,0.0046,17.78948,0.00056,31.6,1.1,0.02703,0.00078,0.031,0.066,2.1,0.133,565,-,2,,,
625.01,4.4579,1158,58,113.4422,0.0025,38.13719,0.00073,23.4,7,0.0623,0.0097,1,0.3,15.1,0.241,828,2.0E-05,2,1,,
626.01,3.9008,316,29,105.2217,0.0039,14.58635,0.00037,21,68,0.0186,0.0099,0.7,1.5,2.2,0.121,817,1.1E-04,2,NoObs,,
627.01,3.5631,368,38,109.1711,0.0028,7.75193,0.00015,12,30,0.0197,0.0082,0.7,1.3,2.9,0.08,1066,7.1E-05,2,1,,
628.01,3.0462,380,22,108.0042,0.0041,14.48612,0.00041,21,89,0.022,0.015,0.9,1.3,3.1,0.12,826,4.3E-05,2,NoObs,,
629.01,6.7051,353,18,105.5659,0.008,40.7013,0.0023,35,142,0.019,0.013,0.7,1.8,3.0,0.244,669,7.8E-05,2,NoObs,,
632.01,3.1532,246,21,104.22,0.0044,7.23848,0.00022,17.76,0.71,0.01483,0.00047,0.028,0.055,1.2,0.072,761,4.6E-05,2,NoObs,,
633.01,10.3584,657,31,103.6091,0.007,161.4682,0.0099,64,31,0.0283,0.0023,0.86,0.42,5.4,0.614,428,9.5E-05,2,,,
635.01,3.4572,555,20,104.4013,0.0042,16.71985,0.0005,28,163,0.023,0.022,0.7,2,2.7,0.132,762,8.4E-05,2,1,,
638.01,5.2480,1057,64,105.6573,0.002,23.63591,0.00031,19.5,6.3,0.036,0.002,0.84,0.36,4.8,0.166,682,8.0E-05,2,NoObs,,
638.02,7.1418,1147,47,79.5663,0.0034,67.0936,0.0011,75.5,1.2,0.03133,0.00043,0.017,0.022,4.1,0.333,482,-,4,,,
639.01,5.6758,389,33,115.2433,0.0039,17.97984,0.0005,25.46,0.56,0.01868,0.00037,0.026,0.035,2.1,0.139,747,1.7E-04,2,1,,
640.01,3.1182,626,39,124.7843,0.0023,30.99665,0.00051,72,225,0.025,0.016,0.6,1.8,2.9,0.193,533,1.2E-04,2,1,,
641.01,3.3757,1080,37,110.9992,0.0023,14.85198,0.00025,32,70,0.031,0.016,0.5,1.6,3.2,0.104,535,1.2E-04,3,NoObs,,
644.01,7.3023,22486,903,173.59859,0.00015,45.977503,0.000048,54.776631,0.000058,0.1387,0.0078,0.0008,-,35.3,0.271,698,2.1E-06,2,NoObs,,
645.01,2.8982,169,17,103.8637,0.0049,8.50365,0.00029,13,64,0.015,0.012,0.8,1.5,2.6,0.086,1124,1.3E-04,2,1,,
645.02,7.6570,193,21,112.7424,0.0075,23.7847,0.0013,21,71,0.0141,0.0085,0.5,1.9,2.5,0.171,797,1.3E-04,2,NoObs,,
647.01,4.6876,172,33,103.3185,0.0035,5.16923,0.00012,6,12,0.0145,0.005,0.8,1.1,1.8,0.061,1168,5.3E-05,2,1,,
649.01,8.1220,226,29,115.9258,0.0058,23.44942,0.00088,22.24,0.46,0.01421,0.0003,0.01,0.02,2.0,0.167,727,4.8E-05,2,1,,
650.01,2.3266,797,58,111.7215,0.0014,11.95458,0.00011,26,40,0.031,0.0093,0.83,0.83,3.8,0.101,728,3.2E-05,2,1,,
652.01,2.9306,2957,87,115.75856,0.00095,16.08075,0.0001,44,87,0.049,0.023,0.1,1.7,3.0,0.112,459,3.2E-05,2,1,,
654.01,2.9044,302,20,104.6352,0.0037,8.59449,0.00022,13,51,0.02,0.013,0.8,1.3,2.9,0.085,1013,2.7E-05,2,NoObs,,
655.01,5.6200,368,44,125.0972,0.003,25.67234,0.00061,35.25,0.57,0.01781,0.00027,0.0157,-,2.1,0.177,674,5.0E-05,2,1,,
657.01,2.0229,490,35,104.0183,0.0018,4.069378,0.000049,15.71,0.51,0.02084,0.00049,0.014,0.036,1.6,0.046,798,2.5E-05,2,NoObs,,
657.02,2.8468,736,34,113.7963,0.0022,16.28267,0.00025,45,1.4,0.02489,0.00057,0,0.01,1.9,0.115,504,2.3E-05,2,NoObs,,
658.01,1.9455,460,46,102.6422,0.0015,3.162668,0.000033,12.13,0.46,0.01513,0.0005,0.04,-,1.5,0.043,1162,1.7E-04,2,NoObs,,
658.02,2.0263,439,35,105.2367,0.0022,5.370662,0.000079,15,60,0.022,0.016,0.7,1.7,2.2,0.061,975,1.7E-04,2,NoObs,,
659.01,4.2939,268,20,113.7619,0.0048,23.2056,0.0008,31,144,0.016,0.013,0.7,1.9,2.5,0.168,818,5.4E-05,2,NoObs,,
660.01,6.7029,224,37,103.5844,0.0039,6.07977,0.00016,7.05,0.12,0.01413,0.00024,0.0093,-,2.2,0.067,1077,2.9E-05,2,1,,
661.01,3.4869,321,20,107.9834,0.004,14.40135,0.00042,27,143,0.018,0.017,0.5,2.3,2.1,0.119,776,2.7E-05,2,NoObs,,
662.01,5.5389,208,30,103.7094,0.0048,10.21362,0.00033,13,53,0.0127,0.0094,0,2.4,1.5,0.095,875,5.8E-05,2,1,,
663.01,1.8327,486,64,103.84688,0.00089,2.755602,0.000017,7,11,0.0245,0.0065,0.84,0.81,1.9,0.033,846,2.3E-05,2,1,,
663.02,2.8399,593,39,105.6543,0.0021,20.30708,0.00029,57,1.5,0.02282,0.00043,0.031,0.049,1.7,0.124,436,2.1E-05,2,1,,
664.01,4.6566,186,22,103.228,0.006,13.13755,0.00052,15,44,0.0149,0.0077,0.7,1.4,2.1,0.113,863,6.1E-05,3,NoObs,,
665.01,4.0178,390,59,103.3258,0.0018,5.867973,0.000072,11.55,0.16,0.01863,0.00022,0.0003,-,2.3,0.066,1066,4.0E-05,2,1,,
665.02,3.1579,82,21,66.5664,0.0048,1.611912,0.000033,1.9,7.9,0.0097,0.0068,0.9,1.1,1.2,0.028,1636,-,4,,,
665.03,3.7875,69,14,66.3005,0.0079,3.07154,0.0001,6.2,0.4,0.00685,0.00043,0.008,0.01,0.8,0.043,1320,-,4,,,
666.01,3.9017,567,44,107.1338,0.0026,22.24844,0.00039,45,183,0.022,0.017,0.1,2.4,2.0,0.156,570,7.2E-05,2,1,,
667.01,2.7220,9374,124,103.45173,0.00088,4.305252,0.000024,13.95,0.13,0.08972,0.00064,0.024,0.022,6.5,0.044,711,7.1E-06,3,,,
670.01,3.2407,232,20,104.926,0.0042,9.49006,0.00028,14,57,0.016,0.011,0.8,1.5,2.1,0.09,883,6.2E-05,3,NoObs,,
671.01,3.2752,140,21,103.7411,0.0045,4.22875,0.00012,6,22,0.0135,0.0085,0.8,1.3,1.4,0.051,1126,7.2E-05,2,NoObs,,
672.01,3.0784,510,32,105.8116,0.0028,16.08822,0.00033,25,67,0.025,0.011,0.8,1.1,4.0,0.13,821,5.1E-05,2,1,,
672.02,5.8817,890,50,86.8426,0.0037,41.749,0.0012,58.85,0.87,0.02823,0.00037,0.016,0.022,4.5,0.245,598,4.7E-05,2,1,,
673.01,3.0279,228,20,103.7904,0.0041,4.41748,0.00013,11.98,0.55,0.01412,0.00056,0.0305,-,1.8,0.055,1303,5.6E-05,2,1,,
674.01,9.4755,1484,97,110.9192,0.0022,16.33886,0.00021,11.3,5.8,0.0378,0.0042,0.59,0.69,11.3,0.137,959,2.4E-05,3,,,
676.01,2.8769,2841,53,104.5826,0.0014,7.972513,0.000076,12,3.6,0.0593,0.0034,0.84,0.35,4.5,0.067,598,3.4E-05,2,NoObs,,
676.02,1.7470,1561,41,103.8934,0.0014,2.453224,0.000023,9.5,2.8,0.03888,0.00086,0.308,0.092,2.9,0.03,894,3.9E-05,2,NoObs,,
678.01,2.7421,104,21,105.59,0.013,6.04097,0.00054,10.2,3.1,0.011,0.0026,0.66,0.2,1.7,0.066,1028,3.3E-05,3,1,,
679.01,8.1270,283,33,123.2486,0.0051,31.8049,0.0012,30.4,9.1,0.01568,0.00039,-,-,1.8,0.197,598,2.8E-05,2,1,,
680.01,8.9336,4046,586,110.64238,0.00045,8.600116,0.000027,7.817,0.011,0.05966,0.00008,0.0002,-,7.6,0.085,989,-,2,,,
†682.01,9.9203,4548,163,118.99358,0.00099,164,-,156.9,1.4,0.04688,0.0004,0.002,0.032,4.9,0.591,307,5.1E-05,2,,,
683.01,4.4673,2146,55,110.5186,0.0021,278.1232,0.003,385,340,0.0489,0.0078,0.8,0.67,4.2,0.839,239,3.8E-05,2,,,
684.01,1.8215,732,50,105.2568,0.0012,4.034923,0.000033,6,1.8,0.0407,0.0042,0.96,0.29,8.3,0.052,1414,1.3E-05,2,NoObs,,
685.01,3.4760,263,41,103.9261,0.0024,3.173885,0.000053,4.7,9.9,0.0175,0.006,0.8,1.1,2.8,0.045,1570,8.9E-05,2,NoObs,,
686.01,3.0231,13473,620,104.67404,0.00014,52.513492,0.000039,147.001,0.00011,0.1077,0.0032,0.0028,-,11.3,0.275,442,2.7E-06,3,,,
687.01,2.1209,263,13,104.983,0.0059,4.17853,0.00017,11.6,3.5,0.0164,0.0013,0.44,0.13,1.7,0.052,1060,-,3,,1,
688.01,2.9239,249,31,103.2535,0.0027,3.275814,0.00006,5,16,0.0175,0.0083,0.8,1.2,2.5,0.045,1465,4.1E-05,2,NoObs,,
689.01,3.5876,536,21,115.398,0.0047,15.87403,0.00046,34.3,1.3,0.02165,0.00074,0.021,0.01,2.0,0.123,622,6.5E-05,2,,,
691.01,8.3024,566,47,122.3661,0.0038,29.66717,0.00092,27.7,0.36,0.02253,0.0003,0.018,0.01,2.9,0.195,653,2.0E-05,2,NoObs,,
691.02,6.1582,99,9.7,77.039,0.015,16.2245,0.001,20.8,1.3,0.01006,0.00059,0.056,0.014,1.3,0.13,799,-,4,,,
692.01,1.8674,159,20,104.8412,0.0028,2.462367,0.000047,10.33,0.41,0.01309,0.00042,0.0614,-,0.8,0.035,1004,4.2E-05,2,1,,
693.01,7.3509,286,27,126.3107,0.0058,28.7784,0.0013,24,74,0.0169,0.0088,0.6,1.7,1.8,0.19,611,2.3E-05,2,NoObs,,
693.02,7.0385,296,36,79.3547,0.0051,15.66002,0.00032,18.23,0.23,0.01624,0.00029,0.022,0.01,1.7,0.126,750,-,4,,,
694.01,4.8698,762,56,117.2445,0.0023,17.42154,0.00028,27.97,0.39,0.02593,0.00028,0.031,0.055,1.7,0.13,530,1.9E-05,2,NoObs,,
695.01,4.9238,521,45,108.293,0.0027,29.90653,0.00063,32,51,0.0241,0.0065,0.76,0.98,3.1,0.195,643,1.7E-05,2,NoObs,,
697.01,3.6358,442,45,104.7324,0.0021,3.032186,0.00004,5,10,0.0215,0.008,0.7,1.3,4.0,0.043,1601,3.3E-05,2,,,
698.01,2.4663,7188,386,105.99432,0.00028,12.718733,0.000023,23,6.9,0.1209,0.0025,0.92,0.28,12.0,0.103,748,1.2E-05,2,,,
700.01,2.9694,520,28,105.9348,0.0031,30.86436,0.00069,45,113,0.025,0.01,0.86,0.97,3.1,0.197,588,3.5E-05,2,1,,
700.02,3.2972,194,19,104.9588,0.0044,9.36127,0.00028,13,45,0.0159,0.0091,0.8,1.2,1.9,0.089,875,4.6E-05,2,1,,
701.01,2.9877,847,48,113.8108,0.0017,18.16428,0.00025,35,74,0.03,0.013,0.7,1.2,2.2,0.127,496,1.7E-05,2,1,,
701.02,2.3257,379,34,103.9187,0.0023,5.714973,0.000087,14,41,0.021,0.013,0.7,1.5,1.5,0.059,728,2.0E-05,2,1,,
701.03,6.8714,642,25,83.398,0.0045,122.3894,0.0017,138.6,4,0.02341,0.00059,0.015,0.046,1.7,0.454,262,-,4,,,
703.01,1.6971,124,24,102.9528,0.0025,1.3686,0.000024,3,15,0.013,0.0093,0.9,1.3,1.7,0.025,1866,5.1E-05,2,NoObs,,
704.01,2.5400,459,14,118.13,0.0051,18.39714,0.00067,60.8,5.1,0.0167,0.0014,0.015,0.01,1.7,0.136,619,1.6E-05,2,NoObs,,
707.01,7.8208,624,48,122.631,0.0036,21.77654,0.00055,21.9,0.29,0.02384,0.0003,0.0044,-,3.4,0.159,745,2.1E-05,2,1,,
707.02,9.8121,365,23,105.5817,0.0091,41.0315,0.0025,32.14,0.77,0.01873,0.00047,0.041,0.01,2.6,0.242,604,2.5E-05,2,1,,
707.03,8.5541,344,22,68.8687,0.0091,31.7845,0.0012,29.17,0.77,0.01761,0.00047,0.029,0.04,2.5,0.204,658,-,4,,,
707.04,6.4886,227,21,76.6803,0.0079,13.17535,0.00045,11,38,0.0156,0.009,0.7,1.6,2.2,0.113,884,-,4,,,
708.01,6.7713,484,42,104.0034,0.0035,17.40696,0.00044,20.02,0.3,0.02136,0.0003,0.027,0.028,2.2,0.135,703,4.4E-05,2,1,,
708.02,4.9436,248,26,109.5127,0.0047,7.69315,0.00025,10,33,0.0167,0.0098,0.6,1.7,1.7,0.078,924,5.2E-05,2,1,,
709.01,3.7885,567,31,111.791,0.0029,21.38418,0.00044,43,202,0.023,0.021,0.3,2.5,2.2,0.152,588,2.1E-05,2,NoObs,,
710.01,3.9341,129,21,103.9326,0.0044,5.37503,0.00016,10.67,0.16,0.0113,0.00031,0.0171,-,1.7,0.067,1320,5.1E-05,2,1,,
711.01,6.1018,724,34,107.8257,0.0048,44.6987,0.0019,56.3,1.2,0.02508,0.00047,0.004,0.025,2.7,0.249,486,4.6E-05,2,NoObs,,
711.02,3.1710,169,22,68.4376,0.0044,3.619344,0.000069,4,23,0.012,0.011,0.9,1.3,1.3,0.047,1118,-,4,,,
711.03,9.8334,631,25,187.1803,0.0076,124.5229,0.0058,87,382,0.024,0.021,0.5,2.2,2.6,0.494,345,-,4,,,
712.01,1.9895,122,17,104.23,0.0031,2.178191,0.000046,9.893,0.073,0.01118,0.00044,0.0809,-,0.8,0.033,1101,-,3,,,
714.01,2.2176,794,89,105.78778,0.00081,4.182017,0.000023,14.8,0.18,0.02607,0.00024,0.0001,-,2.2,0.051,929,1.8E-05,2,1,,
716.01,2.2744,2012,103,112.95307,0.0008,26.89291,0.00016,40,12,0.0606,0.0027,0.93,0.28,6.3,0.18,595,3.0E-05,2,NoObs,,
717.01,3.1618,263,22,108.7924,0.0038,14.70752,0.00037,37.7,1.5,0.01569,0.0005,0.044,0.01,0.9,0.114,510,1.5E-05,3,1,,
718.01,3.2541,338,42,102.8579,0.0021,4.585494,0.000048,9,21,0.0186,0.0082,0.6,1.5,1.6,0.055,964,2.4E-05,2,1,,
718.02,5.7207,460,33,80.2934,0.0041,22.71449,0.00042,31.07,0.65,0.02078,0.00038,0.031,0.054,1.8,0.159,567,-,4,,,
718.03,5.5414,306,16,74.9787,0.0082,47.9042,0.0019,55,327,0.017,0.018,0.6,2.2,1.5,0.261,443,-,4,,,
719.01,1.6354,496,41,104.013,0.0015,9.034227,0.000093,32,111,0.024,0.014,0.8,1.4,1.9,0.075,605,2.0E-05,2,1,,
720.01,2.4833,1138,27,107.0488,0.0026,5.69057,0.0001,17,102,0.032,0.04,0.4,2.7,3.0,0.061,849,4.3E-05,2,NoObs,,
721.01,6.8323,190,25,113.6486,0.0064,13.72423,0.0006,15.7,0.39,0.01352,0.00032,0.029,0.044,2.3,0.118,942,6.5E-05,3,NoObs,,
722.01,6.9235,431,35,125.9894,0.0038,46.408,0.0013,51.86,0.95,0.01951,0.00036,0.001,0.025,1.8,0.259,485,6.0E-05,2,1,,
723.01,1.8098,1224,24,102.6479,0.0026,3.936985,0.000069,17.4,0.84,0.034,0.0011,0.0378,-,2.8,0.048,918,2.3E-05,2,NoObs,,
723.02,4.3932,1200,13,127.916,0.0049,28.08205,0.00043,50.5,2.5,0.0349,0.0015,0.025,0.049,2.9,0.177,478,2.3E-05,2,NoObs,,
723.03,1.4752,1420,15,106.0831,0.0034,10.0888,0.00025,66.1,7.2,0.0384,0.0031,0.015,-,3.2,0.09,670,2.1E-05,2,NoObs,,
725.01,3.3669,8138,31,102.6447,0.0023,7.305,0.00011,18,5.4,0.0833,0.0024,-,-,6.8,0.071,720,-,2,,,
728.01,2.0043,7197,211,103.11774,0.00035,7.18937,0.000018,17.5,5.2,0.09887,0.00097,0.8,0.24,9.9,0.075,922,-,3,,,
730.01,5.7701,687,20,109.796,0.0062,14.7845,0.00099,17,77,0.026,0.021,0.5,2.1,3.1,0.12,746,7.0E-05,2,,,
730.02,5.4941,362,13,71.36,0.011,9.84978,0.00047,13.71,0.67,0.01915,0.00083,0.04,0.01,2.3,0.092,852,-,4,,,
730.03,4.3590,316,9.7,68.131,0.011,9.85997,0.00051,12,103,0.021,0.033,0.7,2.4,2.5,0.092,852,-,4,,,
730.04,5.2290,239,9.1,70.475,0.014,7.38469,0.00047,11.25,0.44,0.01532,0.00098,0.049,0.01,1.8,0.076,937,-,4,,,
732.01,1.7619,1059,72,103.4084,0.00081,1.2602586,0.000007,5.834,0.018,0.0318,0.00031,0.0447,-,2.9,0.023,1424,2.6E-05,2,,,
733.01,2.6528,1419,41,102.7156,0.002,5.924992,0.000081,17.95,0.43,0.03568,0.00066,0.0002,-,2.2,0.061,683,3.0E-05,2,,,
733.02,2.9996,1062,23,67.3199,0.0042,11.34917,0.0002,30,1.2,0.0307,0.001,0.025,0.01,1.9,0.094,551,-,4,,,
733.03,2.1611,424,16,68.6747,0.0047,3.132968,0.000064,9,51,0.024,0.027,0.6,2.2,1.5,0.04,844,-,4,,,
734.01,7.1431,991,34,120.9151,0.0043,24.54369,0.0008,26.84,0.52,0.02948,0.00055,0.012,0.01,2.4,0.166,535,3.1E-05,2,,,
735.01,4.7686,2739,28,104.5711,0.0051,22.34101,0.00073,37.4,1.1,0.0483,0.0011,0.032,0.1,5.0,0.153,557,5.4E-05,2,,,
736.01,3.0657,1311,19,110.7903,0.0042,18.79523,0.0006,43,244,0.036,0.038,0.5,2.5,2.6,0.117,442,3.1E-05,2,,,
736.02,3.1139,559,14,68.2816,0.0074,6.7388,0.00021,20.4,1.1,0.0264,0.0011,0.064,0.01,2.0,0.059,623,-,4,,,
737.01,3.1240,2997,73,115.6786,0.0014,14.49847,0.00015,18,2.5,0.0638,0.002,0.89,0.2,5.6,0.114,597,3.9E-05,2,,,
738.01,3.1466,1123,34,103.4322,0.0028,10.33677,0.0002,22,83,0.033,0.024,0.6,1.9,3.3,0.095,781,6.0E-05,2,NoObs,,
738.02,3.3240,860,23,105.0429,0.0041,13.29175,0.0004,32,248,0.029,0.042,0.3,3.1,2.9,0.112,719,6.5E-05,2,NoObs,,
739.01,1.4949,718,42,102.8178,0.0013,1.287052,0.000012,7.23,0.2,0.02741,0.00051,0.0416,-,2.0,0.019,1058,1.9E-05,2,NoObs,,
740.01,3.1145,796,18,119.3644,0.0045,17.67221,0.00061,25,94,0.03,0.023,0.8,1.4,2.3,0.123,497,3.0E-05,3,,,
741.01,3.9182,35053,874,102.83287,0.00017,23.355367,0.000028,33.6,3,0.2416,0.0062,0.89,0.15,18.7,0.159,518,-,3,,1,
743.01,10.5338,9189,189,105.4889,0.0014,19.40335,0.00021,15.3162,0.0011,0.087,0.021,0.006,0.01,10.9,0.139,617,1.6E-05,2,,,
745.01,9.3456,10081,98,113.8723,0.0031,16.47063,0.00034,14.67,0.12,0.0917,0.00065,0.0082,-,9.7,0.124,613,4.2E-05,2,,,
746.01,3.3082,1194,46,106.2476,0.0021,9.27391,0.00013,16,29,0.036,0.014,0.7,1.1,3.1,0.08,648,2.5E-05,2,,,
747.01,1.5804,1757,37,104.6042,0.0016,6.029222,0.000065,24,82,0.043,0.032,0.7,1.6,2.8,0.056,633,1.5E-05,2,,,
749.01,3.0377,781,33,104.8065,0.0028,5.349518,0.000099,14.486,0.099,0.02772,0.00052,0.0612,-,2.0,0.059,789,3.3E-05,2,,,
749.02,2.3564,345,15,69.0904,0.0052,3.940973,0.000088,12.83,0.7,0.01895,0.00081,0.0316,-,1.4,0.048,875,-,4,,,
750.01,3.3702,908,21,104.5295,0.0049,21.67821,0.00074,30,57,0.034,0.013,0.85,0.86,2.6,0.139,458,3.2E-05,2,,,
751.01,2.0883,917,20,104.74,0.0045,4.99682,0.00014,13,61,0.034,0.031,0.7,1.7,3.2,0.056,896,7.0E-05,2,,,
752.01,3.0592,546,19,103.5366,0.0044,9.48851,0.0003,22,130,0.023,0.026,0.4,2.6,2.7,0.089,853,3.4E-05,2,,,
752.02,4.1260,815,14,95.5164,0.0081,54.4154,0.0022,84,693,0.029,0.048,0.7,2.6,3.4,0.286,476,-,4,,,
753.01,1.8813,6886,48,108.8504,0.0014,19.89939,0.00019,49,15,0.1015,0.0072,0.84,0.25,6.9,0.143,519,-,3,,,
755.01,1.6211,608,25,104.5925,0.0029,2.525605,0.000046,12.53,0.55,0.02434,0.00072,0.0327,-,2.8,0.037,1350,2.9E-05,2,,,
756.01,4.6503,1384,39,104.2018,0.004,11.09431,0.00028,18.85,0.37,0.03516,0.00059,0.027,0.033,3.7,0.099,791,6.5E-05,2,,,
756.02,3.0514,637,25,105.9703,0.0047,4.13463,0.00013,10.55,0.36,0.02509,0.0007,0.0209,-,2.6,0.052,1092,7.9E-05,2,,,
756.03,2.4819,213,9.4,112.5496,0.0086,2.5667,0.00011,8.67,0.63,0.017,0.0011,0.2236,-,1.8,0.037,1294,-,4,,,
757.01,3.5566,4814,99,106.622,0.001,16.0686,0.00017,37.1,0.37,0.06336,0.0005,0.0188,-,4.8,0.119,530,1.4E-05,2,NoObs,,
757.02,4.6490,2208,35,98.035,0.0038,41.19249,0.00069,72,2.1,0.0431,0.0011,0.013,0.022,3.3,0.223,387,1.7E-05,2,NoObs,,
757.03,2.4488,774,22,104.3013,0.0044,6.25288,0.00025,14,58,0.03,0.026,0.7,1.7,2.3,0.063,729,2.2E-05,2,NoObs,,
758.01,3.4108,1181,22,109.354,0.0041,16.016,0.00074,39.8,2,0.03,0.0011,0.003,0.01,3.8,0.123,663,5.9E-05,2,,,
759.01,4.8992,1579,40,127.1363,0.0031,32.6272,0.001,55,1.1,0.03774,0.00064,0.0003,-,3.6,0.2,495,1.5E-05,2,,,
760.01,2.0728,9215,425,105.25698,0.00017,4.9593304,0.0000059,12.01,0.35,0.10675,0.00076,0.85,0.11,9.7,0.058,982,1.6E-05,2,,,
762.01,3.7651,445,18,104.3455,0.0055,4.4987,0.00016,9.19,0.46,0.01832,0.0008,0.027,0.01,1.7,0.054,1013,7.8E-05,3,,,
763.01,4.9957,11640,307,112.40123,0.00055,19.65119,0.00012,24.49,0.94,0.10979,0.0009,0.71,0.16,13.2,0.147,700,1.7E-05,2,,,
764.01,10.3560,2472,71,141.9341,0.0031,41.43958,0.00098,31.83,0.27,0.04707,0.0004,0.003,0.02,5.6,0.236,500,3.1E-05,2,,,
765.01,2.2835,912,24,104.6302,0.003,8.35404,0.00023,20,106,0.03,0.03,0.7,1.9,2.4,0.079,713,1.9E-05,2,,,
766.01,3.1048,1334,63,102.7521,0.0016,4.125488,0.000042,10.66653,0.00011,0.035,0.073,0.0065,-,3.8,0.052,1144,3.0E-05,2,,,
767.01,2.6063,16217,915,103.96676,0.00009,2.8165077,0.0000018,7.05,0.18,0.12849,0.00076,0.68,0.14,14.2,0.039,1221,1.6E-05,2,NoObs,,
769.01,2.8675,634,31,104.8993,0.0027,4.280889,0.000079,11.636,0.1,0.02389,0.0005,0.019,-,2.0,0.051,946,4.3E-05,2,,,
771.01,48.1018,17923,236,142.0388,0.0035,10389,133,1855,24,0.12445,-,-,-,15.0,9.514,84,NaN,2,,,
772.01,5.5841,4023,30,106.8349,0.0042,61.2592,0.0032,53,17,0.0695,0.0044,0.84,0.36,8.2,0.313,482,1.2E-05,2,,,
773.01,5.5792,638,20,105.817,0.005,38.37813,0.00087,51.4,1.9,0.02311,0.00078,0.015,0.01,2.1,0.225,477,3.2E-05,3,,,
774.01,2.8950,24627,359,102.9705,0.00031,7.442665,0.000016,27.75,0.11,0.14349,0.00043,0.0002,-,15.8,0.077,939,-,3,,1,
775.01,2.8272,880,13,105.724,0.0047,16.38523,0.0007,44.3,3.2,0.0285,0.0016,0.043,0.01,2.1,0.105,458,1.8E-05,2,NoObs,,
775.02,2.4216,1217,22,109.3746,0.0023,7.87761,0.00018,26.4,1.2,0.0332,0.0012,0.027,0.052,2.5,0.065,582,1.6E-05,2,NoObs,,
776.01,2.6154,4953,212,104.79264,0.00039,3.7287253,0.0000099,11.606493,0.000031,0.065,0.023,0.0007,-,4.3,0.046,852,2.0E-05,2,,,
777.01,2.9867,6360,29,106.5648,0.0031,40.41887,0.00089,52,16,0.3477,0.0036,1.56,0.47,36.0,0.23,471,1.2E-05,3,,,
778.01,1.1499,747,27,103.6798,0.0017,2.24334,0.000036,17.99,0.98,0.0279,0.001,0.01,0.042,1.9,0.027,857,1.8E-05,2,,,
779.01,6.4631,13641,377,110.19884,0.0006,10.405935,0.000066,13.752186,0.000088,0.109,0.021,-,-,12.8,0.095,821,1.6E-05,2,,,
780.01,1.9891,866,41,104.7599,0.0016,2.337466,0.000026,9.901,0.046,0.02856,0.00048,0.0496,-,2.2,0.032,995,3.8E-05,2,NoObs,,
781.01,2.5888,2897,44,113.3936,0.0018,11.59823,0.00015,39,113,0.05,0.029,0.2,2,4.3,0.083,521,3.0E-05,2,NoObs,,
782.01,4.3279,2699,107,106.63389,0.00093,6.57526,0.000045,12.201573,0.000083,0.048,0.093,0.0001,-,5.6,0.07,989,2.3E-05,2,,,
783.01,7.3311,2787,176,102.9929,0.001,7.27509,0.000053,7.987,0.034,0.04895,0.00019,0.029,0.017,3.5,0.072,707,2.7E-05,2,,,
784.01,2.9416,1148,20,119.7842,0.0044,19.2693,0.00059,47,256,0.032,0.033,0.5,2.5,2.3,0.117,429,3.3E-05,2,,,
785.01,3.3041,863,19,111.7494,0.0046,12.39325,0.00037,29.4,1.4,0.027,0.0011,0.042,0.01,2.1,0.103,620,4.0E-05,2,,,
786.01,2.3232,435,19,103.36,0.0035,3.689947,0.000087,13.82,0.62,0.02241,0.00076,0.0624,-,1.8,0.047,980,3.5E-05,3,,,
