Motive Confirmed,,,,,,,,,,,,,,,,,
,Date,Name,Sex,Country Killed,Organization,Nationality,Medium,Job,Coverage,Freelance,Local/Foreign,Source of Fire,Type of Death,Impunity (for Murder),Taken Captive,Threatened,"Tortured
"
,"June 14, 2001",Adel Zerrouk,Male,Algeria,Al-Rai,Algeria,Print,Print Reporter,Human Rights,No,Local,Political Group,Dangerous Assignment,,No,No,"No
"
,"June 11, 2001",Milan Pantic,Male,Yugoslavia,Vecernje Novosti,Yugoslavia,Print,Print Reporter,"Business, Corruption, Crime",No,Local,Unknown Fire,Murder,Yes,No,Yes,"No
"
,"May 30, 2001",Candelario Cayona,Male,Philippines,Radio DXLL,Philippines,Radio,Columnist,"Human Rights, Politics, War",No,Local,Political Group,Murder,Yes,No,Yes,"No
"
,"May  2, 2001",Kaset Puengpak,Male,Thailand,Thai Rath,Thailand,Print,Print Reporter,"Corruption, Crime",Yes,Local,Government Officials,Murder,Yes,No,No,"No
"
,"April 27, 2001",Flavio Bedoya,Male,Colombia,Voz,Colombia,Print,Print Reporter,"Human Rights, Politics",No,Local,Paramilitary Group,Murder,Yes,No,No,"No
"
,"April 21, 2001",Nahar Ali,Male,Bangladesh,Anirban,Bangladesh,Print,Print Reporter,"Business, Corruption, Crime",No,Local,Government Officials,Murder,Yes,Yes,No,"No
"
,"April 10, 2001",Withayut Sangsopit,Male,Thailand,Freelancer,Thailand,Radio,Broadcast,"Business, Corruption",No,Local,Government Officials,Murder,Yes,No,Yes,"No
"
,"March 29, 2001",Kerem Lawton,Male,Yugoslavia,Associated Press Television News,United Kingdom,Television,Producer,War,No,Foreign,Military Officials,Crossfire/Combat-Related,,No,No,"No
"
,"February 19, 2001",José Luis Ortega Mata,Male,Mexico,Semanario de Ojinaga,Mexico,Print,Editor,"Corruption, Crime",No,Local,Criminal Group,Murder,Yes,No,Yes,"No
"
,"January 15, 2001",Feng Zhaoxia,Male,China,Gejie Daobao,China,Print,Print Reporter,"Corruption, Crime",No,Local,Government Officials,Murder,Yes,Yes,Yes,"No
"
,"January 5, 2001",Salvador Medina Velázquez,Male,Paraguay,FM Ñemity,Paraguay,Radio,Producer,"Corruption, Crime",No,Local,Criminal Group,Murder,Partial,No,No,"No
"
,"January  3, 2001",Roland Ureta,Male,Philippines,Radio DYKR,Philippines,Radio,Broadcast,"Corruption, Crime",No,Local,Criminal Group,Murder,Yes,No,No,"No
"
,"December 13, 2000",Alfredo Abad López,Male,Colombia,La Voz de la Selva,Colombia,Radio,Producer,"Corruption, Human Rights, Politics",No,Local,Paramilitary Group,Murder,Yes,No,Yes,"No
"
,"November 22, 2000",Carlos Cardoso,Male,Mozambique,Metical,Mozambique,Print,Editor,"Business, Corruption, Crime",No,Local,Criminal Group,Murder,No,No,Yes,"No
"
,"November 17, 2000",Olimpio Jalapit Jr.,Male,Philippines,DXPR Radio,Philippines,Radio,Columnist,"Corruption, Crime",No,Local,Unknown Fire,Murder,Yes,No,Yes,"No
"
,"November 15, 2000",Gustavo Rafael Ruiz Cantillo,Male,Colombia,Radio Galeón,Colombia,Radio,Broadcast,"Crime, Politics",No,Local,Paramilitary Group,Murder,Yes,No,Yes,"No
"
,"October 31, 2000",Juan Camilo Restrepo Guerra,Male,Colombia,Radio Galaxia Estéreo,Colombia,Radio,Producer,Corruption,No,Local,Government Officials,Murder,Yes,No,No,"No
"
,"October 19, 2000",Mylvaganam Nimalarajan,Male,Sri Lanka,"BBC, Virakesari, Ravaya",Sri Lanka,"Print, Radio","Broadcast, Print Reporter",Corruption,No,Local,Government Officials,Murder,Yes,No,No,"No
"
,"September 16, 2000",Georgy Gongadze,Male,Ukraine,Ukrainska Pravda,Ukraine,Radio,Editor,Corruption,No,Local,Government Officials,Murder,Partial,Yes,No,"Yes
"
,"August 10, 2000",Pradeep Bhatia,Male,India,The Hindustan Times,India,Print,Photographer,War,No,Local,Political Group,Dangerous Assignment,,No,No,"No
"
,"July 16, 2000",Shamsur Rahman,Male,Bangladesh,Janakantha,Bangladesh,"Print, Radio","Broadcast, Print Reporter",Crime,Yes,Local,Criminal Group,Murder,Yes,No,Yes,"No
"
,"July 16, 2000",Igor Domnikov,Male,Russia,Novaya Gazeta,Russia,Print,"Editor, Print Reporter","Business, Corruption, Culture",No,Local,Criminal Group,Murder,Partial,No,No,"No
"
,"May 24, 2000",Kurt Schork,Male,Sierra Leone,Reuters,United States,Print,Print Reporter,War,No,Foreign,Military Officials,Crossfire/Combat-Related,,No,No,"No
"
,"May 24, 2000",Miguel Gil Moreno de Mora,Male,Sierra Leone,The Associated Press,Spain,Television,Camera Operator,War,No,Foreign,Military Officials,Crossfire/Combat-Related,,No,No,"No
"
,"May 23, 2000",Vincent Rodriguez,Male,Philippines,DZMM Radio,Philippines,Radio,Broadcast,"Human Rights, Politics",No,Local,Political Group,Dangerous Assignment,,No,No,"No
"
,"May 12, 2000",Aleksandr Yefremov,Male,Russia,Nashe Vremya,Russia,Print,Photographer,War,No,Local,Military Officials,Crossfire/Combat-Related,,No,No,"No
"
,"May  8, 2000",Saoman Conteh,Male,Sierra Leone,New Tablet,Sierra Leone,Print,Print Reporter,Human Rights,No,Local,Paramilitary Group,Dangerous Assignment,,No,No,"No
"
,"May  7, 2000",José Luis López de la Calle,Male,Spain,El Mundo,Spain,Print,Print Reporter,Politics,No,Local,Political Group,Murder,Yes,No,Yes,"No
"
,"May  2, 2000",Sufi Mohammad Khan,Male,Pakistan,Ummat,Pakistan,Print,Print Reporter,Crime,No,Local,Criminal Group,Murder,Yes,No,Yes,"No
"
,"April 27, 2000",Roberto Martínez,Male,Guatemala,Prensa Libre,Guatemala,Print,Photographer,Human Rights,No,Local,Paramilitary Group,Dangerous Assignment,,No,No,"No
"
,"April  3, 2000",Jean Léopold Dominique,Male,Haiti,Radio Haïti Inter,Haiti,Radio,"Columnist, Publisher",Politics,No,Local,Unknown Fire,Murder,Yes,No,No,"No
"
,"March 13, 2000",Zezinho Cazuza,Male,Brazil,Rádio Xingó FM,Brazil,Radio,Broadcast,Corruption,No,Local,Government Officials,Murder,Yes,No,Yes,"No
"
,"February 24, 2000",Julio César Da Rosa,Male,Uruguay,Radio del Centro,Uruguay,Radio,,Corruption,No,Local,Government Officials,Murder,Partial,No,No,"No
"
,"February 20, 2000",Vladimir Yatsina,Male,Russia,ITAR-TASS,Russia,Print,Photographer,War,No,Local,Political Group,Murder,Yes,Yes,No,"Yes
"
,"January 26, 2000",Ahmed Kafi Awale,Male,Somalia,Radio of the Somali People,Somalia,Radio,Broadcast,,No,Local,Criminal Group,Dangerous Assignment,,No,No,"No
"
,"January 15, 2000",Mir Illias Hossain,Male,Bangladesh,Dainik Bir Darpan,Bangladesh,Print,"Columnist, Editor",Politics,No,Local,Political Group,Murder,Yes,No,No,"No
"
,"December 18, 1999",Anura Priyantha,Male,Sri Lanka,Independent Television Network,Sri Lanka,Television,Technician,Politics,No,Local,Political Group,Dangerous Assignment,,No,No,"No
"
,"December 18, 1999",Indika Pathinivasan,Male,Sri Lanka,Maharaja Television Network,Sri Lanka,Television,Technician,Politics,No,Local,Unknown Fire,Dangerous Assignment,,No,No,"No
"
,"December  4, 1999",Pablo Emilio Medina Motta,Male,Colombia,TV Garzón,Colombia,Television,Camera Operator,War,No,Local,Political Group,Crossfire/Combat-Related,,No,No,"No
"
,"November  5, 1999",Samson Boyi,Male,Nigeria,The Scope,Nigeria,Print,Photographer,Politics,No,Local,Unknown Fire,Crossfire/Combat-Related,,No,No,"No
"
,"October 29, 1999",Shamil Gigayev,Male,Russia,Nokh Cho TV,Russia,Television,Camera Operator,War,No,Local,Military Officials,Crossfire/Combat-Related,,No,No,"No
"
,"October 29, 1999",Ramzan Mezhidov,Male,Russia,TV Tsentr,Russia,Television,Camera Operator,War,Yes,Local,Military Officials,Crossfire/Combat-Related,,No,No,"No
"
,"October 27, 1999",Supian Ependiyev,Male,Russia,Groznensky Rabochy,Russia,Print,Print Reporter,War,No,Local,Military Officials,Crossfire/Combat-Related,,No,No,"No
"
,"October 21, 1999",Rodolfo Julio Torres,Male,Colombia,Emisora Fuentes,Colombia,Radio,Broadcast,"Crime, Politics",No,Local,Paramilitary Group,Murder,Yes,Yes,Yes,"No
"
,"October 21, 1999",Ahmet Taner Kislali,Male,Turkey,Cumhuriyet,Turkey,Print,Columnist,Politics,No,Local,Political Group,Murder,Partial,No,No,"No
"
,"October 2, 1999",U Tha Win,Male,Burma,Kyemon,Burma,Print,Print Reporter,Corruption,No,Local,Military Officials,Dangerous Assignment,,Yes,No,"Yes
"
,"September 27, 1999",U Hla Han,Male,Burma,Kyemon,Burma,Print,Print Reporter,Corruption,No,Local,Military Officials,Dangerous Assignment,,Yes,No,"Yes
"
,"September 25, 1999",Agus Muliawan,Male,East Timor,Asia Press International,East Timor,Print,Print Reporter,War,No,Local,Paramilitary Group,Dangerous Assignment,,No,No,"No
"
,"September 21, 1999",Sander Thoenes,Male,East Timor,Freelancer,The Netherlands,Print,Print Reporter,War,Yes,Foreign,Military Officials,Murder,Yes,No,No,"Yes
"
,"September 16, 1999",Guzmán Quintero Torres,Male,Colombia,El Pilón,Colombia,Print,Editor,"Corruption, Crime, Human Rights, Politics",No,Local,Paramilitary Group,Murder,Yes,No,No,"No
"
,"August 13, 1999",Jaime Garzón,Male,Colombia,"Radionet, Caracol Noticias",Colombia,"Radio, Television",Columnist,Politics,No,Local,Paramilitary Group,Murder,Yes,No,Yes,"No
"
,"June 13, 1999",Gabriel Gruener,Male,Yugoslavia,Stern,Germany,Print,Print Reporter,War,No,Foreign,Paramilitary Group,Crossfire/Combat-Related,,No,No,"No
"
,"June 13, 1999",Volker Kraemer,Male,Yugoslavia,Stern,Germany,Print,Photographer,War,No,Foreign,Paramilitary Group,Crossfire/Combat-Related,,No,No,"No
"
,"May 27, 1999",Sam Nimfa-Jan,Male,Nigeria,Details,Nigeria,Print,Print Reporter,Human Rights,No,Local,Political Group,Dangerous Assignment,,No,No,"No
"
,"May 13, 1999",Ricardo Gangeme,Male,Argentina,El Informador Chubutense,Argentina,Print,"Editor, Publisher","Business, Corruption, Crime",No,Local,Unknown Fire,Murder,Yes,No,No,"No
"
,"May  8, 1999",Shao Yunhuan,Male,Yugoslavia,Xinhua News Agency,China,Print,Print Reporter,War,No,Foreign,Military Officials,Crossfire/Combat-Related,,No,No,"No
"
,"May 8, 1999",Xu Xinghu,Male,Yugoslavia,The Guangming Daily,China,Print,Print Reporter,War,No,Foreign,Military Officials,Crossfire/Combat-Related,,No,No,"No
"
,"May 8, 1999",Zhu Ying,Male,Yugoslavia,The Guangming Daily,China,Print,Print Reporter,War,No,Foreign,Military Officials,Crossfire/Combat-Related,,No,No,"No
"
,"April 30, 1999",Conrad Roy,Male,Sierra Leone,Expo Times,Sierra Leone,Print,Editor,Politics,No,Local,Military Officials,Dangerous Assignment,,Yes,No,"No
"
,"April 18, 1999",Fidelis Ikwuebe,Male,Nigeria,Freelancer,Nigeria,Print,Print Reporter,Human Rights,Yes,Local,Military Officials,Murder,Yes,Yes,No,"No
"
,"April 11, 1999",Hernando Rangel Moreno,Male,Colombia,Freelancer,Colombia,"Print, Radio","Broadcast, Print Reporter",Corruption,Yes,Local,Government Officials,Murder,Yes,No,Yes,"No
"
,"April 11, 1999",Slavko Curuvija,Male,Yugoslavia,"Dnevni Telegraf, Evropljanin",Yugoslavia,Print,Publisher,"Corruption, Human Rights, Politics",No,Local,Government Officials,Murder,Yes,No,Yes,"No
"
,"February 28, 1999",Ilan Roeh,Male,Lebanon,Israel Radio,Israel,Radio,Broadcast,War,No,Foreign,Political Group,Crossfire/Combat-Related,,No,No,"No
"
,"February  3, 1999",Abdulai Jumah Jalloh,Male,Sierra Leone,African Champion,Sierra Leone,Print,Editor,War,No,Local,Military Officials,Murder,Yes,No,No,"No
"
,"January 17, 1999",Alpha Amadu Bah,Male,Sierra Leone,Independent Observer,Sierra Leone,Print,Print Reporter,"Culture, Sports",No,Local,Political Group,Murder,Yes,No,No,"No
"
,"January 10, 1999",Myles Tierney,Male,Sierra Leone,Associated Press Television News,United States,Television,Producer,War,No,Foreign,Political Group,Crossfire/Combat-Related,,No,No,"No
"
,"January  9, 1999","Jenner ""J.C."" Cole",Male,Sierra Leone,SKY-FM,Sierra Leone,Radio,Columnist,War,No,Local,Political Group,Murder,Yes,,Yes,"No
"
,"January  9, 1999",Paul Mansaray,Male,Sierra Leone,Standard Times,Sierra Leone,Print,Editor,,No,Local,Political Group,Murder,Yes,No,No,"No
"
,"January  9, 1999",Mabay Kamara,Male,Sierra Leone,Freelancer,Sierra Leone,Print,Print Reporter,War,Yes,Local,Political Group,Murder,Yes,Yes,No,"No
"
,"January  9, 1999",Mohammed Kamara,Male,Sierra Leone,SKY-FM,Sierra Leone,Radio,Broadcast,Politics,No,Local,Political Group,Murder,Yes,No,No,"No
"
,"January  8, 1999",James Ogogo,Male,Sierra Leone,Concord Times,Nigeria,Print,Print Reporter,War,No,Local,Political Group,Murder,Yes,Yes,No,"No
"
," January, 1999",Munir Turay,Male,Sierra Leone,freelance,Sierra Leone,"Print, Radio","Broadcast, Print Reporter",War,No,Local,Political Group,Murder,Yes,No,No,"No
"
,"December 15, 1998",Philip True,Male,Mexico,San Antonio Express-News,United States,Print,Print Reporter,Culture,No,Foreign,Local Residents,Murder,Yes,,No,"No
"
,"December 13, 1998",Norbert Zongo,Male,Burkina Faso,L'indepéndent,Burkina Faso,Print,Editor,,No,Local,Military Officials,Murder,Yes,No,Yes,"No
"
,"November 18, 1998",Tara Singh Hayer,Male,Canada,Indo-Canadian Times,India,Print,Editor,Politics,No,Foreign,Political Group,Murder,Yes,No,Yes,"No
"
,"September  2, 1998",Okezie Amaruben,Male,Nigeria,Newsservice,Nigeria,Print,Publisher,"Business, Politics",No,Local,Military Officials,Murder,Partial,Yes,No,"No
"
,"August 30, 1998",Saiful Alam Mukul,Male,Bangladesh,Daily Runner,Bangladesh,Print,"Editor, Publisher","Corruption, Crime, Human Rights",No,Local,Unknown Fire,Murder,Yes,No,No,"No
"
,"August 29, 1998",Fabien Fortuné Bitoumbo,Male,Republic of Congo,Radio Liberté,"Congo, Rep.","Print, Radio","Broadcast, Editor",Politics,No,Local,Paramilitary Group,Murder,Yes,,No,"No
"
,"August 24, 1998",Anatoly Levin-Utkin,Male,Russia,Yurichichesky Peterburg Segodnya,Russia,Print,Editor,"Corruption, Politics",No,Local,Government Officials,Murder,Yes,No,Yes,"Yes
"
,"August 11, 1998",Amparo Leonor Jiménez Pallares,Female,Colombia,"""QAP"" and ""En Vivo""",Colombia,Television,Broadcast,Human Rights,No,Local,Paramilitary Group,Murder,Yes,No,Yes,"No
"
,"August  8, 1998",Mahmoud Saremi,Male,Afghanistan,Iranian News Agency (IRNA),Iran,Print,Editor,Politics,No,Foreign,Political Group,Murder,Yes,Yes,No,"No
"
,"June  8, 1998",Larisa Yudina,Female,Russia,Sovietskaya Kalmykia Segodnya,Russia,Print,Editor,Corruption,No,Local,Government Officials,Murder,No,Yes,No,"No
"
,"June  5, 1998",Simao Roberto,Male,Angola,Journal de Angola,Angola,Print,Print Reporter,"Corruption, Politics",No,Local,Unknown Fire,Murder,Yes,No,No,"No
"
,"May 26, 1998",Georgy Chanya,Male,Georgia,Resonants,Georgia,Print,Print Reporter,War,No,Local,Military Officials,Crossfire/Combat-Related,,No,No,"No
"
,"May 19, 1998",Bernabé Cortés Valderrama,Male,Colombia,Noticias CVN,Colombia,Television,Broadcast,"Corruption, Crime",No,Local,Political Group,Murder,Yes,No,Yes,"No
"
,"April 16, 1998",Nelson Carvajal Carvajal,Male,Colombia,Radio Sur,Colombia,Radio,Broadcast,Corruption,No,Local,Government Officials,Murder,Partial,No,Yes,"No
"
,"April 13, 1998",Edward Smith,Male,Sierra Leone,BBC,Sierra Leone,Radio,Broadcast,War,No,Local,Paramilitary Group,Crossfire/Combat-Related,,No,No,"No
"
,"March 30, 1998",Rey Bancayrin,Male,Philippines,Radio DXLL,Philippines,Radio,Columnist,"Corruption, Crime",No,Local,Unknown Fire,Murder,Yes,No,No,"No
"
,"March 10, 1998",José Carlos Mesquita,Male,Brazil,TV Ouro Verde,Brazil,Television,Columnist,"Corruption, Politics",No,Local,Government Officials,Murder,Partial,No,No,"No
"
,"February 26, 1998",Tunde Oladepo,Male,Nigeria,The Guardian,Nigeria,Print,Print Reporter,Politics,No,Local,Unknown Fire,Murder,Yes,No,No,"No
"
,"February 22, 1998",Oscar García Calderón,Male,Colombia,El Espectador,Colombia,Print,Print Reporter,"Crime, Sports",No,Local,Criminal Group,Murder,Yes,,No,"No
"
,"February 12, 1998",Luis Mario García Rodríguez,Male,Mexico,La Tarde,Mexico,Print,Print Reporter,"Corruption, Crime",No,Local,Military Officials,Murder,Yes,No,Yes,"No
"
,"February  9, 1998",Abay Hailu,Male,Ethiopia,Agiere,Ethiopia,Print,Print Reporter,"Human Rights, Politics",No,Local,Government Officials,Dangerous Assignment,,Yes,No,"No
"
,January 28 1998,Wilson Ndayambadje,Male,Rwanda,National Rwanda Radio and TV,Rwanda,"Radio, Television",Broadcast,,No,Local,Military Officials,Murder,No,No,No,"Yes
"
,"January 14, 1998",Manoel Leal de Oliveira,Male,Brazil,A Regiao,Brazil,Print,Editor,Corruption,No,Local,Government Officials,Murder,Yes,No,No,"No
"
,"January 10, 1998",Sayomchai Vijitwittayapong,Male,Thailand,Matichon,Thailand,Print,Print Reporter,Corruption,No,Local,Criminal Group,Murder,Yes,No,Yes,"No
"
,"November 20, 1997",Jairo Elías Márquez Gallego,Male,Colombia,El Marqués,Colombia,Print,Editor,Corruption,No,Local,Unknown Fire,Murder,Yes,No,Yes,"No
"
,"November 19, 1997",S. Gangadhara Raju,Male,India,Eenadu Television (E-TV),India,Television,Camera Operator,"Business, Culture",No,Local,Political Group,Dangerous Assignment,,No,No,"No
"
,"November 19, 1997",S. Krishna,Male,India,Eenadu Television (E-TV),India,Television,Camera Operator,"Business, Culture",No,Local,Political Group,Dangerous Assignment,,No,No,"No
"
,"November 19, 1997",G. Raja Sekhar,Male,India,Eenadu Television (E-TV),India,Television,Technician,"Business, Culture",No,Local,Political Group,Dangerous Assignment,,No,No,"No
"
,"November 19, 1997",Jagadish Babu,Male,India,Eenadu Television (E-TV),India,Television,Producer,"Business, Culture",No,Local,Political Group,Dangerous Assignment,,No,No,"No
"
,"November 19, 1997",P. Srinivas Rao,Male,India,Eenadu Television (E-TV),India,Television,Camera Operator,"Business, Culture",No,Local,Political Group,Dangerous Assignment,,No,No,"No
"
,"November  8, 1997",Francisco Castro Menco,Male,Colombia,Fundación Cultural,Colombia,Radio,Publisher,"Human Rights, Politics",No,Local,"Paramilitary Group, Political Group",Murder,Yes,No,No,"No
"
,"October 29, 1997",Edgar Lopes de Faria,Male,Brazil,FM Capital,Brazil,Television,Columnist,"Crime, Human Rights",No,Local,Criminal Group,Murder,Yes,No,No,"No
"
,"August 11, 1997",Borys Derevyanko,Male,Ukraine,Vechernyaya Odessa,Ukraine,Print,Editor,Politics,No,Local,Government Officials,Murder,Partial,No,No,"No
"
,"July 26, 1997",Víctor Hernández Martínez,Male,Mexico,Como,Mexico,Print,Print Reporter,Crime,No,Local,Government Officials,Murder,Yes,No,Yes,"No
"
,"July 25, 1997",Naimullah,Male,Indonesia,Sinar Pagi,Indonesia,Print,Print Reporter,Corruption,No,Local,Government Officials,Murder,Yes,No,No,"No
"
,"July 15, 1997",Benjamín Flores González,Male,Mexico,La Prensa,Mexico,Print,"Editor, Publisher","Corruption, Crime",No,Local,Criminal Group,Murder,Yes,No,No,"No
"
,"July  7, 1997",Michael Senior,Male,Cambodia,Freelancer,Canada,"Print, Television","Broadcast, Photographer",Politics,No,Local,Military Officials,Murder,Yes,No,No,"Yes
"
,"June 11, 1997",Muhammad Sayuti Bochari,Male,Indonesia,Pos Makasar,Indonesia,Print,Print Reporter,Corruption,No,Local,Government Officials,Murder,Yes,No,No,"Yes
"
,"June  5, 1997",Jorge Luis Marroquín Sagastume,Male,Guatemala,Sol Chortí,Guatemala,Print,Editor,"Corruption, Politics",No,Local,Government Officials,Murder,Partial,No,No,"No
"
,"June  3, 1997",Ishmael Jalloh,Male,Sierra Leone,Freelancer,Sierra Leone,Print,Print Reporter,War,Yes,Local,Military Officials,Crossfire/Combat-Related,,No,No,"No
"
,"June  3, 1997",Danny Hernandez,Male,Philippines,People's Journal Tonight ,Philippines,Print,"Columnist, Editor","Corruption, Crime",No,Local,Criminal Group,Murder,Yes,No,Yes,"No
"
,"May 22, 1997",Jesús Abel Bueno León,Male,Mexico,7 Días,Mexico,Print,Editor,Politics,No,Local,Military Officials,Murder,Yes,Yes ,Yes,"No
"
,"March 30, 1997",Chet Duong Daravuth,Male,Cambodia,Neak Prayuth,Cambodia,Print,Print Reporter,Politics,No,Local,Political Group,Dangerous Assignment,,No,No,"No
"
,"March 20, 1997",Gerardo Bedoya Borrero,Male,Colombia,El País,Colombia,Print,"Columnist, Editor","Crime, Politics",No,Local,Criminal Group,Murder,Yes,No,No,"No
"
,"March 18, 1997",Freddy Elles Ahumada,Male,Colombia,Freelancer,Colombia,Print,Photographer,Human Rights,Yes,Local,Unknown Fire,Murder,Yes,Yes,No,"Yes
"
,"March 16, 1997",Saidan Shafi,Male,India,Doordarshan TV,India,Television,Broadcast,Politics,No,Local,Political Group,Murder,Yes,No,Yes,"No
"
,"February 22, 1997",Ebrahim Zalzadeh,Male,Iran,Mayar,Iran,Print,Publisher,"Business, Culture, Human Rights, Politics",No,Local,Political Group,Murder,Yes,Yes,No,"No
"
,"January 25, 1997",José Luis Cabezas,Male,Argentina,Noticias,Argentina,Print,Photographer,Crime,No,Local,Criminal Group,Murder,No,Yes,No,"No
"
,"January 18, 1997",Z.A. Shahid,Male,Pakistan,Khabrain,Pakistan,Print,Photographer,Politics,No,Local,Political Group,Dangerous Assignment,,No,No,"No
"
,"January  1, 1997",Altaf Ahmed Faktoo,Male,India,Doordarshan TV,India,Television,Broadcast,Politics,No,Local,Political Group,Murder,Yes,Yes,No,"No
"
,"October 30, 1996",Antonio Casemero,Male,Angola,Televisao Popular de Angola,Angola,Television,Broadcast,"Culture, Politics",No,Local,Government Officials,Murder,Yes,No,No,"No
"
,"October 18, 1996",Norvey Díaz,Male,Colombia,Radio Colina,Colombia,Radio,Producer,"Crime, Human Rights",No,Local,Unknown Fire,Murder,Yes,No,Yes,"No
"
,"August 16, 1996",Fuad Muhammad Syafruddin,Male,Indonesia,Bernas,Indonesia,Print,Print Reporter,"Corruption, Politics",No,Local,Government Officials,Murder,Partial,No,No,"Yes
"
,"August 12, 1996",Mohamed Guessab,Male,Algeria,Algerian Radio,Algeria,Radio,Columnist,Politics,No,Local,Political Group,Murder,Yes,No,No,"No
"
,"August 11, 1996",Ramzan Khadzhiev,Male,Russia,Russian Public TV (ORT),Russia,Television,Producer,War,No,Local,Unknown Fire,Murder,Yes,No,No,"No
"
,"July  6, 1996",Kutlu Adali,Male,Cyprus,Yeni Duzen,Cyprus,Print,Columnist,"Corruption, Crime",No,Local,Paramilitary Group,Murder,Yes,No,Yes,"No
"
,"June 26, 1996",Veronica Guerin,Female,Ireland,Sunday Independent,Ireland,Print,Print Reporter,Crime,No,Local,Criminal Group,Murder,Partial,No,No,"No
"
,"May 18, 1996",Thun Bun Ly,Male,Cambodia,Odom K'tek Khmer,Cambodia,Print,Print Reporter,Politics,No,Local,Government Officials,Murder,Yes,No,No,"No
"
,"May 17, 1996",Parag Kumar Das,Male,India,Asomiya Pratidin,India,Print,Editor,Human Rights,No,Local,Political Group,Murder,Yes,No,No,"No
"
,"May 12, 1996",Viktor Mikhailov,Male,Russia,Zabaikalsky Rabochy,Russia,Print,Print Reporter,Crime,No,Local,Criminal Group,Murder,Yes,No,No,"Yes
"
,"May 10, 1996",Igor Hrushetsky,Male,Ukraine,Freelancer,Ukraine,Print,Print Reporter,Corruption,Yes,Local,Government Officials,Murder,Yes,No,No,"No
"
,"May  9, 1996",Nina Yefimova,Female,Russia,Vozrozhdeniye,Russia,Print,Print Reporter,Crime,No,Local,Criminal Group,Murder,Yes,Yes,No,"No
"
,"April 10, 1996",Ghulam Rasool Sheikh,Male,India,Rehnuma-e-Kashmir and Saffron Times,India,Print,Editor,Human Rights,No,Local,Paramilitary Group,Murder,Yes,Yes,No,"No
"
,"March 30, 1996",Nadezhda Chaikova,Female,Russia,Obshchaya Gazeta,Russia,Print,Print Reporter,War,No,Local,Military Officials,Murder,Yes,No,No,"No
"
,"March 28, 1996",Viktor Nikulin,Male,Tajikistan,Russian Public TV (ORT),Tajikistan,Television,Broadcast,"Business, Culture, Politics",No,Local,Unknown Fire,Murder,Yes,No,Yes,"No
"
,"March 12, 1996",Djilali Arabidou,Male,Algeria,Algérie-Actualité,Algeria,Print,Photographer,,No,Local,Political Group,Murder,Yes,No,No,"No
"
,"March 11, 1996",Viktor Pimenov,Male,Russia,Vaynakh Television,Russia,Television,Camera Operator,War,No,Local,Military Officials,Crossfire/Combat-Related,,No,No,"No
"
,"February 26, 1996",Felix Solovyov,Male,Russia,freelance,Russia,Print,"Photographer, Print Reporter",Crime,Yes,Local,Criminal Group,Murder,Yes,No,No,"No
"
,"February 19, 1996",Mohammad Quamruzzaman,Male,Bangladesh,Neel Sagar,Bangladesh,Print,Print Reporter,Politics,No,Local,Military Officials,Dangerous Assignment,,No,No,"No
"
,"February 13, 1996",Ferdinand Reyes,Male,Philippines,Press Freedom,Philippines,Print,Editor,"Corruption, Human Rights",No,Local,Unknown Fire,Murder,Yes,No,Yes,"No
"
,"February 11, 1996",Allaoua Ait M'barak,Male,Algeria,Le Soir d'Algérie,Algeria,Print,Print Reporter,,No,Local,Political Group,Murder,Yes,No,No,"No
"
,"February 11, 1996",Mohamed Dorbane,Male,Algeria,Le Soir d'Algérie,Algeria,Print,Print Reporter,,No,Local,Political Group,Murder,Yes,No,No,"No
"
,"February 11, 1996",Djamel Derraz,Male,Algeria,Le Soir d'Algérie,Algeria,Print,Print Reporter,,No,Local,Political Group,Murder,Yes,No,No,"No
"
,"February 10, 1996",Abdallah Bouhachek,Male,Algeria,Révolution et Travail,Algeria,Print,Editor,Politics,No,Local,Unknown Fire,Murder,Yes,No,No,"No
"
,"January 10, 1996",Mohamed Mekati,Male,Algeria,El-Moudjahid,Algeria,Print,Print Reporter,"Politics, War",No,Local,Unknown Fire,Murder,Yes,No,No,"No
"
,"January  8, 1996",Metin G&ouml;ktepe,Male,Turkey,Evrensel,Turkey,Print,Columnist,"Corruption, Culture, Politics",No,Local,Government Officials,Murder,No,Yes,No,"Yes
"
,"December 27, 1995",Vadim Alferyev,Male,Russia,Segodnyashnyaya Gazeta,Russia,Print,Print Reporter,"Business, Crime",No,Local,Criminal Group,Murder,Yes,No,Yes,"Yes
"
,"December 13, 1995",Shamkhan Kagirov,Male,Russia,Rossiskaya Gazeta and Vozrozheniye,Russia,Print,Print Reporter,War,No,Local,Military Officials,Crossfire/Combat-Related,,No,No,"No
"
,"December 12, 1995",Mohyedin Alempour,Male,Tajikistan,BBC,Tajikistan,Radio,Producer,"Business, Culture, Politics",No,Local,Unknown Fire,Murder,Yes,No,No,"No
"
,"December 12, 1995",Ernesto Acero Cadena,Male,Colombia,Informador Socioeconómico,Colombia,Print,Editor,"Business, Corruption",No,Local,Unknown Fire,Murder,Yes,No,No,"No
"
,"December  5, 1995",Khadija Dahmani,Female,Algeria,Echourouk al-Arabi,Algeria,Print,Print Reporter,,No,Local,Political Group,Murder,Yes,No,No,"No
"
,"December  2, 1995",Hamid Mahiout,Male,Algeria,Liberté,Algeria,Print,Print Reporter,,No,Local,Unknown Fire,Murder,Yes,Yes,No,"Yes
"
